Datum von;Datum bis;Deutschland/Luxemburg [€/MWh] Berechnete Auflösungen;∅ Anrainer DE/LU [€/MWh] Berechnete Auflösungen;Belgien [€/MWh] Berechnete Auflösungen;Dänemark 1 [€/MWh] Berechnete Auflösungen;Dänemark 2 [€/MWh] Berechnete Auflösungen;Frankreich [€/MWh] Berechnete Auflösungen;Niederlande [€/MWh] Berechnete Auflösungen;Norwegen 2 [€/MWh] Berechnete Auflösungen;Österreich [€/MWh] Berechnete Auflösungen;Polen [€/MWh] Berechnete Auflösungen;Schweden 4 [€/MWh] Berechnete Auflösungen;Schweiz [€/MWh] Berechnete Auflösungen;Tschechien [€/MWh] Berechnete Auflösungen;DE/AT/LU [€/MWh] Berechnete Auflösungen;Italien (Nord) [€/MWh] Berechnete Auflösungen;Slowenien [€/MWh] Berechnete Auflösungen;Ungarn [€/MWh] Berechnete Auflösungen
01.03.2025 00:00;01.03.2025 01:00;128,19;112,38;125,56;128,19;128,20;118,24;126,47;43,96;128,95;128,34;46,88;132,99;128,39;-;129,18;129,18;129,28
01.03.2025 01:00;01.03.2025 02:00;120,38;106,03;118,93;120,38;120,38;114,86;119,47;43,73;120,77;120,48;43,09;123,69;120,52;-;124,78;120,83;120,66
01.03.2025 02:00;01.03.2025 03:00;117,09;103,83;116,34;117,09;117,09;114,23;116,61;43,64;117,29;117,15;42,93;122,58;117,16;-;121,59;117,33;117,24
01.03.2025 03:00;01.03.2025 04:00;112,15;98,54;108,45;112,15;112,15;98,07;109,90;43,52;113,16;112,42;42,56;119,07;112,50;-;121,60;113,32;112,87
01.03.2025 04:00;01.03.2025 05:00;109,75;97,22;107,08;109,75;109,75;99,60;108,05;43,52;110,47;109,94;42,32;118,98;110,00;-;120,00;110,59;110,27
01.03.2025 05:00;01.03.2025 06:00;114,38;99,74;110,27;111,88;111,89;98,93;111,88;43,67;115,50;114,68;44,10;119,54;114,77;-;122,40;115,68;115,18
01.03.2025 06:00;01.03.2025 07:00;118,86;105,88;116,02;117,10;117,11;108,15;117,10;43,86;128,97;120,75;46,89;128,33;120,42;-;134,14;126,96;132,25
01.03.2025 07:00;01.03.2025 08:00;135,79;118,69;132,76;133,82;135,81;124,48;133,82;44,62;138,04;136,23;51,28;138,53;136,23;-;138,04;138,04;139,17
01.03.2025 08:00;01.03.2025 09:00;138,79;121,99;134,79;138,30;138,82;123,85;136,25;46,95;139,99;139,12;66,64;138,00;139,21;-;140,00;140,08;139,60
01.03.2025 09:00;01.03.2025 10:00;137,74;120,06;131,22;137,74;137,77;113,39;133,48;47,33;139,59;138,28;67,17;136,24;138,43;-;139,86;139,86;139,07
01.03.2025 10:00;01.03.2025 11:00;125,08;106,45;116,10;125,08;125,08;91,10;119,44;46,68;127,70;125,81;47,83;120,15;126,03;-;128,00;128,00;126,92
01.03.2025 11:00;01.03.2025 12:00;112,11;96,31;103,32;112,11;112,10;78,71;106,43;43,97;114,67;119,98;37,64;117,39;113,04;-;124,58;114,97;113,91
01.03.2025 12:00;01.03.2025 13:00;102,21;90,79;96,65;98,63;102,21;80,88;98,63;43,69;103,83;120,50;38,98;111,90;102,80;-;112,80;104,02;103,35
01.03.2025 13:00;01.03.2025 14:00;97,27;85,46;88,05;91,45;97,27;61,79;91,41;43,26;99,96;130,07;33,48;105,08;98,25;-;105,09;100,27;99,16
01.03.2025 14:00;01.03.2025 15:00;99,39;83,85;83,50;89,10;99,39;38,14;89,10;43,07;104,02;128,13;37,43;109,38;101,07;-;112,54;104,56;102,65
01.03.2025 15:00;01.03.2025 16:00;109,23;87,66;89,07;97,50;97,80;31,73;96,40;43,05;122,63;121,52;34,70;117,91;111,95;-;125,92;124,46;132,68
01.03.2025 16:00;01.03.2025 17:00;125,41;101,19;106,42;120,18;125,41;52,04;113,54;43,13;135,01;123,28;40,04;131,14;122,91;-;136,00;146,33;181,76
01.03.2025 17:00;01.03.2025 18:00;145,00;117,06;128,60;133,86;145,00;80,77;134,81;43,71;159,27;138,06;43,47;143,03;137,13;-;145,56;182,05;254,50
01.03.2025 18:00;01.03.2025 19:00;158,55;128,80;136,71;152,00;158,55;119,02;152,00;43,49;161,46;150,14;43,22;151,52;148,67;-;148,85;181,48;252,23
01.03.2025 19:00;01.03.2025 20:00;150,78;125,72;138,25;146,76;150,78;128,40;146,76;43,34;155,07;143,42;38,00;149,90;142,21;-;148,90;173,20;236,00
01.03.2025 20:00;01.03.2025 21:00;137,29;116,10;131,56;133,41;133,41;115,05;133,41;43,27;143,00;134,17;36,03;140,01;133,83;-;144,00;152,66;183,07
01.03.2025 21:00;01.03.2025 22:00;128,60;108,22;123,76;125,43;125,42;110,27;125,43;43,48;131,66;127,42;17,88;132,26;127,36;-;136,00;136,00;149,65
01.03.2025 22:00;01.03.2025 23:00;123,57;104,57;121,10;122,03;122,03;114,44;122,03;43,84;124,39;123,61;4,85;128,32;123,65;-;130,77;124,86;126,00
01.03.2025 23:00;02.03.2025 00:00;119,92;102,74;119,92;119,92;119,92;119,92;119,92;43,63;119,92;119,92;3,72;123,44;119,92;-;124,72;119,92;119,92
02.03.2025 00:00;02.03.2025 01:00;123,94;102,56;124,00;108,67;102,61;124,07;123,97;41,52;124,30;123,55;12,25;119,68;123,50;-;130,15;125,37;129,41
02.03.2025 01:00;02.03.2025 02:00;107,54;88,46;107,87;107,54;57,86;108,23;107,72;41,23;109,47;105,44;6,65;115,89;105,19;-;128,81;115,15;136,67
02.03.2025 02:00;02.03.2025 03:00;99,32;80,43;99,48;99,32;30,22;99,66;99,41;40,98;100,25;98,31;4,08;114,81;98,19;-;120,61;103,00;113,40
02.03.2025 03:00;02.03.2025 04:00;93,01;76,11;93,33;104,84;21,37;93,68;93,19;40,66;94,90;90,90;1,34;112,30;90,69;-;119,64;100,50;121,69
02.03.2025 04:00;02.03.2025 05:00;94,23;75,47;94,72;94,23;19,06;95,24;94,49;40,50;97,08;91,06;1,52;111,58;90,74;-;118,88;105,48;137,34
02.03.2025 05:00;02.03.2025 06:00;93,98;75,36;94,55;93,98;19,05;95,17;94,30;40,53;97,33;90,25;1,56;112,39;89,89;-;121,00;107,21;144,52
02.03.2025 06:00;02.03.2025 07:00;95,89;79,14;96,85;95,89;43,56;97,92;96,43;40,55;101,66;89,43;3,47;115,98;88,78;-;128,63;118,75;183,25
02.03.2025 07:00;02.03.2025 08:00;102,60;87,94;103,33;102,60;90,69;104,14;103,00;40,58;106,84;97,97;3,89;117,09;97,19;-;119,72;119,72;171,07
02.03.2025 08:00;02.03.2025 09:00;103,11;89,00;103,33;103,11;103,11;103,58;103,23;40,64;104,41;101,70;3,50;110,93;101,45;-;110,08;108,35;123,88
02.03.2025 09:00;02.03.2025 10:00;89,00;77,83;89,00;89,00;89,00;89,00;89,00;40,82;89,00;89,00;2,10;101,23;89,00;-;102,35;89,00;89,00
02.03.2025 10:00;02.03.2025 11:00;68,30;58,64;68,30;68,30;33,71;68,30;68,30;40,32;68,30;68,30;1,49;91,42;68,30;-;76,53;68,30;68,30
02.03.2025 11:00;02.03.2025 12:00;49,00;42,06;49,00;49,00;11,22;49,00;49,00;39,17;49,00;49,00;1,03;68,29;49,00;-;49,00;49,00;49,00
02.03.2025 12:00;02.03.2025 13:00;27,50;26,99;27,50;21,37;7,40;27,50;27,50;33,55;27,50;27,50;-0,11;69,66;27,50;-;27,50;27,50;27,50
02.03.2025 13:00;02.03.2025 14:00;3,13;9,51;-6,97;3,13;3,14;20,10;-3,00;28,94;20,10;9,92;-0,07;20,11;9,16;-;20,10;18,44;16,38
02.03.2025 14:00;02.03.2025 15:00;2,84;17,18;-6,73;2,85;2,85;22,37;-3,86;32,07;59,24;24,29;0,43;34,72;20,70;-;27,95;53,66;52,98
02.03.2025 15:00;02.03.2025 16:00;50,73;48,28;50,97;44,00;19,00;51,90;50,70;35,88;78,43;59,37;1,91;81,08;57,89;-;72,35;72,35;75,39
02.03.2025 16:00;02.03.2025 17:00;80,43;70,48;79,77;74,25;54,16;76,04;79,90;40,61;100,03;93,63;2,95;99,62;74,34;-;115,02;115,02;184,52
02.03.2025 17:00;02.03.2025 18:00;126,55;99,40;119,17;99,70;99,69;97,29;122,02;41,19;132,53;122,67;5,00;131,77;122,38;-;133,10;146,23;184,03
02.03.2025 18:00;02.03.2025 19:00;143,09;118,85;139,68;136,58;136,58;129,43;141,05;41,59;146,77;140,25;11,39;143,99;140,00;-;150,05;156,11;182,46
02.03.2025 19:00;02.03.2025 20:00;146,10;117,91;146,57;117,23;117,23;147,09;146,38;41,43;148,55;143,02;5,04;141,79;142,71;-;150,05;157,06;182,28
02.03.2025 20:00;02.03.2025 21:00;132,98;104,06;133,63;89,10;80,90;134,36;133,35;41,51;136,40;128,65;4,57;134,00;128,21;-;148,33;148,33;182,69
02.03.2025 21:00;02.03.2025 22:00;120,00;92,33;120,80;65,17;61,10;121,69;120,44;41,41;124,80;114,66;3,57;127,90;114,09;-;139,00;139,00;184,97
02.03.2025 22:00;02.03.2025 23:00;120,79;88,88;120,92;52,00;35,12;121,07;120,86;41,19;121,58;119,91;3,08;122,08;119,82;-;126,23;123,93;132,86
02.03.2025 23:00;03.03.2025 00:00;112,78;82,10;112,86;41,87;25,41;112,94;112,83;40,29;113,57;109,70;2,06;117,09;114,45;-;115,20;113,67;113,65
03.03.2025 00:00;03.03.2025 01:00;108,01;79,24;108,59;45,04;28,31;109,20;108,28;39,98;114,22;84,08;2,69;112,17;119,13;-;115,02;115,02;115,05
03.03.2025 01:00;03.03.2025 02:00;103,69;76,30;104,12;45,55;27,04;104,56;103,85;39,74;108,26;86,07;2,41;105,79;111,96;-;108,26;108,85;108,87
03.03.2025 02:00;03.03.2025 03:00;102,79;75,80;103,17;45,54;25,80;103,56;102,93;39,61;106,75;87,29;1,97;107,06;110,07;-;106,75;107,33;107,35
03.03.2025 03:00;03.03.2025 04:00;99,70;73,01;100,00;45,58;20,11;100,31;99,80;38,27;102,84;87,42;1,26;102,08;105,47;-;103,30;103,30;103,31
03.03.2025 04:00;03.03.2025 05:00;103,37;73,46;103,65;31,31;14,94;103,95;103,47;36,27;106,42;91,57;1,30;106,34;108,85;-;106,81;106,81;106,87
03.03.2025 05:00;03.03.2025 06:00;116,70;82,73;116,93;35,21;20,11;117,16;116,81;36,99;119,12;107,51;2,79;116,40;121,02;-;119,12;119,43;119,51
03.03.2025 06:00;03.03.2025 07:00;137,51;99,46;137,62;41,81;41,81;137,77;137,55;38,70;140,09;138,53;3,47;137,10;139,61;-;140,09;140,09;140,40
03.03.2025 07:00;03.03.2025 08:00;163,00;119,89;163,00;58,70;58,70;163,00;163,00;41,71;163,00;163,00;35,74;145,98;163,00;-;163,00;163,00;163,00
03.03.2025 08:00;03.03.2025 09:00;147,52;114,06;148,99;70,10;70,10;148,46;146,00;42,95;147,73;147,61;40,59;144,50;147,64;-;148,46;147,74;147,68
03.03.2025 09:00;03.03.2025 10:00;106,74;85,85;122,72;44,60;44,59;116,95;90,00;40,56;108,92;107,66;24,56;135,81;107,97;-;135,80;109,11;108,47
03.03.2025 10:00;03.03.2025 11:00;72,39;66,47;100,18;23,35;20,10;109,79;80,00;37,17;97,02;52,87;4,61;120,53;85,50;-;116,40;103,90;28,08
03.03.2025 11:00;03.03.2025 12:00;6,40;45,58;67,44;6,40;4,29;103,96;6,40;34,19;83,51;13,51;4,04;115,04;62,58;-;107,35;83,51;67,61
03.03.2025 12:00;03.03.2025 13:00;0,33;33,64;8,21;0,33;2,43;90,48;0,33;29,17;86,57;28,98;2,42;99,41;21,68;-;101,90;89,53;70,89
03.03.2025 13:00;03.03.2025 14:00;0,01;33,02;36,68;0,01;1,67;90,24;-1,76;33,68;50,54;1,66;1,67;98,31;50,54;-;103,33;57,98;50,54
03.03.2025 14:00;03.03.2025 15:00;61,40;53,39;62,86;12,47;10,81;66,91;60,47;37,08;90,15;72,39;2,17;99,55;72,41;-;112,50;86,70;84,13
03.03.2025 15:00;03.03.2025 16:00;84,10;69,39;85,12;36,06;34,89;86,44;83,47;39,46;111,14;82,24;2,08;116,05;86,29;-;129,00;111,14;120,10
03.03.2025 16:00;03.03.2025 17:00;106,36;89,58;106,83;70,65;70,65;107,08;106,30;39,48;135,99;111,30;3,43;129,40;104,29;-;135,99;137,35;154,22
03.03.2025 17:00;03.03.2025 18:00;148,79;119,59;136,87;121,72;129,19;111,91;142,75;39,72;157,77;143,75;39,37;148,05;144,34;-;148,07;169,35;205,96
03.03.2025 18:00;03.03.2025 19:00;183,95;144,52;168,75;145,56;163,66;157,00;180,05;41,53;195,89;167,03;41,20;159,08;170,00;-;159,09;220,61;299,12
03.03.2025 19:00;03.03.2025 20:00;175,93;136,14;175,80;108,50;102,70;175,10;175,82;39,95;178,34;174,15;29,88;163,61;173,67;-;175,10;183,23;201,00
03.03.2025 20:00;03.03.2025 21:00;150,49;115,90;150,20;95,84;88,19;149,00;150,28;39,63;153,60;148,24;3,43;148,80;147,64;-;149,00;159,84;182,29
03.03.2025 21:00;03.03.2025 22:00;128,21;99,84;127,18;83,91;79,94;122,91;127,39;38,78;143,90;110,14;0,97;143,20;119,96;-;147,25;156,71;176,08
03.03.2025 22:00;03.03.2025 23:00;124,93;97,30;125,43;82,75;69,01;125,43;125,10;38,15;135,85;111,91;-0,14;138,08;118,77;-;138,91;145,09;159,63
03.03.2025 23:00;04.03.2025 00:00;122,46;91,26;123,35;70,62;40,30;124,38;122,79;36,94;132,96;107,61;-0,93;128,31;117,53;-;132,11;141,24;153,31
04.03.2025 00:00;04.03.2025 01:00;121,00;92,53;121,56;65,06;65,55;122,15;121,29;36,15;127,95;98,91;-0,56;129,17;130,55;-;128,55;128,55;129,19
04.03.2025 01:00;04.03.2025 02:00;109,44;84,66;110,07;65,39;54,39;110,77;109,76;35,44;117,53;90,29;-0,73;123,79;114,53;-;119,90;119,90;123,71
04.03.2025 02:00;04.03.2025 03:00;103,79;79,38;104,19;65,95;32,29;104,62;103,99;35,67;108,82;90,29;-0,81;119,72;108,49;-;116,85;109,86;111,43
04.03.2025 03:00;04.03.2025 04:00;104,82;78,52;105,08;60,95;20,11;105,34;104,95;38,52;107,78;94,74;-0,76;117,68;109,30;-;114,85;108,19;108,37
04.03.2025 04:00;04.03.2025 05:00;100,28;75,30;100,97;52,01;20,10;101,79;100,62;40,47;109,45;89,57;-0,61;118,24;95,71;-;115,00;115,00;124,64
04.03.2025 05:00;04.03.2025 06:00;111,51;82,85;110,17;50,79;42,51;104,00;110,39;41,12;135,69;84,66;0,94;130,75;100,37;-;133,10;150,68;174,98
04.03.2025 06:00;04.03.2025 07:00;141,86;100,83;135,53;51,39;52,96;119,85;138,11;41,67;161,30;122,13;2,55;150,31;133,31;-;161,30;174,08;197,77
04.03.2025 07:00;04.03.2025 08:00;169,61;123,98;169,51;65,90;65,90;169,51;169,62;43,10;172,68;165,16;6,69;167,98;167,75;-;175,68;175,68;179,57
04.03.2025 08:00;04.03.2025 09:00;141,95;107,96;141,95;62,85;62,85;141,95;141,95;42,00;141,95;141,95;15,23;152,96;141,95;-;149,50;141,95;141,95
04.03.2025 09:00;04.03.2025 10:00;110,98;90,69;120,41;61,23;61,23;116,71;122,00;38,22;115,55;101,39;5,93;139,04;115,85;-;131,14;115,78;115,56
04.03.2025 10:00;04.03.2025 11:00;80,02;67,07;100,20;25,30;25,30;98,99;89,97;36,76;95,27;43,53;3,87;121,30;97,28;-;120,00;96,08;95,71
04.03.2025 11:00;04.03.2025 12:00;48,58;46,57;82,08;13,26;13,26;82,08;30,00;35,17;115,00;1,20;3,65;111,73;24,87;-;115,00;110,53;90,00
04.03.2025 12:00;04.03.2025 13:00;20,53;25,87;19,01;4,00;4,00;63,84;-3,00;30,54;35,88;-10,35;3,65;100,29;36,75;-;102,40;37,34;36,14
04.03.2025 13:00;04.03.2025 14:00;14,34;21,17;0,49;4,04;4,04;50,24;4,04;26,34;28,32;-16,80;3,85;98,55;29,72;-;101,53;29,61;28,84
04.03.2025 14:00;04.03.2025 15:00;52,31;42,86;54,76;10,11;10,11;55,10;51,78;33,02;66,58;7,08;5,48;106,53;70,91;-;107,67;67,04;68,00
04.03.2025 15:00;04.03.2025 16:00;81,29;65,78;81,91;30,07;30,07;82,88;81,52;34,64;97,00;73,21;12,09;121,05;79,13;-;117,83;100,44;109,41
04.03.2025 16:00;04.03.2025 17:00;111,15;84,08;108,17;50,00;32,66;97,91;109,00;34,94;135,59;99,76;17,29;138,19;101,38;-;138,36;149,21;172,60
04.03.2025 17:00;04.03.2025 18:00;148,61;110,11;139,46;74,91;74,91;114,05;142,58;35,71;160,63;144,91;27,46;154,18;142,36;-;153,30;177,98;236,77
04.03.2025 18:00;04.03.2025 19:00;180,92;126,51;170,42;64,54;64,54;140,78;173,93;35,93;202,12;168,76;27,35;173,86;169,41;-;166,50;229,77;318,47
04.03.2025 19:00;04.03.2025 20:00;163,67;117,02;164,18;42,31;42,30;164,93;163,95;35,06;170,59;158,83;20,41;168,09;156,59;-;168,10;186,20;238,11
04.03.2025 20:00;04.03.2025 21:00;134,13;95,09;134,28;29,85;29,85;132,00;133,40;35,34;149,92;118,29;6,51;151,00;125,55;-;154,00;164,22;195,69
04.03.2025 21:00;04.03.2025 22:00;114,38;82,97;115,83;25,33;25,33;117,62;114,85;34,39;134,44;92,04;4,77;143,79;104,29;-;148,78;148,78;173,74
04.03.2025 22:00;04.03.2025 23:00;114,41;81,98;114,57;25,52;25,52;113,45;114,29;32,20;130,32;97,09;3,41;138,18;107,28;-;140,00;140,00;155,10
04.03.2025 23:00;05.03.2025 00:00;106,81;76,68;107,82;20,69;20,10;109,04;107,29;29,75;121,23;90,64;1,19;135,69;100,01;-;134,29;130,18;144,41
05.03.2025 00:00;05.03.2025 01:00;90,05;64,61;92,29;23,21;4,00;94,15;92,00;22,49;113,98;62,96;-1,00;128,03;78,64;-;128,92;128,92;152,95
05.03.2025 01:00;05.03.2025 02:00;83,07;61,62;90,00;22,87;4,00;89,59;92,90;22,15;105,00;56,37;-1,25;120,07;76,16;-;117,41;117,41;137,04
05.03.2025 02:00;05.03.2025 03:00;83,01;59,46;85,08;21,31;4,00;86,69;84,60;20,63;103,61;38,49;-1,43;119,81;91,23;-;115,40;112,36;124,62
05.03.2025 03:00;05.03.2025 04:00;79,71;56,90;81,10;18,56;4,00;82,85;80,32;19,04;99,09;39,34;-1,55;117,10;86,02;-;114,80;107,70;120,00
05.03.2025 04:00;05.03.2025 05:00;81,63;58,74;83,09;19,24;9,80;85,04;82,23;20,04;103,47;55,75;-1,41;117,10;71,84;-;117,00;117,00;138,73
05.03.2025 05:00;05.03.2025 06:00;91,94;64,84;93,18;17,88;4,00;94,33;92,37;20,49;116,16;63,49;-1,09;131,21;81,25;-;131,12;131,12;155,00
05.03.2025 06:00;05.03.2025 07:00;115,57;84,37;117,08;31,29;16,04;119,46;116,08;25,91;151,56;96,25;0,78;145,49;108,18;-;151,56;163,16;197,22
05.03.2025 07:00;05.03.2025 08:00;140,16;100,92;140,96;43,93;43,93;141,90;140,49;35,95;150,41;104,38;3,03;150,13;155,00;-;152,00;152,00;153,03
05.03.2025 08:00;05.03.2025 09:00;85,64;87,14;153,00;47,71;39,29;125,18;141,52;35,98;108,08;49,43;3,57;147,54;107,19;-;145,50;109,35;107,15
05.03.2025 09:00;05.03.2025 10:00;41,63;54,80;124,99;22,00;12,60;101,12;44,23;26,75;73,62;-11,94;2,62;133,61;73,19;-;127,49;75,55;72,74
05.03.2025 10:00;05.03.2025 11:00;0,02;28,35;91,82;0,02;0,34;70,20;-6,24;10,32;21,82;-12,03;0,40;117,30;17,91;-;122,65;23,69;19,23
05.03.2025 11:00;05.03.2025 12:00;-0,07;10,77;-19,53;-0,07;-0,67;36,68;-11,00;3,70;10,30;-19,46;-0,62;108,81;10,31;-;107,40;11,43;10,41
05.03.2025 12:00;05.03.2025 13:00;-4,28;7,48;-30,30;-4,28;-0,70;41,89;-20,35;2,52;6,05;-20,15;-0,66;102,83;5,42;-;100,00;7,46;6,00
05.03.2025 13:00;05.03.2025 14:00;-3,70;7,12;-12,49;-3,70;-0,78;12,04;-8,85;4,06;0,72;-12,03;-0,73;99,35;0,78;-;100,00;1,20;0,76
05.03.2025 14:00;05.03.2025 15:00;0,05;10,11;0,13;0,05;0,01;0,84;-2,00;14,73;3,89;-12,03;0,09;100,47;5,04;-;107,41;3,95;4,23
05.03.2025 15:00;05.03.2025 16:00;48,50;43,57;49,02;3,97;3,97;50,53;48,38;25,09;87,80;26,59;1,19;114,66;68,05;-;116,80;73,53;73,47
05.03.2025 16:00;05.03.2025 17:00;89,89;66,12;84,33;13,23;13,23;69,37;86,10;30,72;116,61;85,18;6,27;134,38;87,86;-;129,52;121,73;133,95
05.03.2025 17:00;05.03.2025 18:00;133,13;99,47;123,97;60,40;60,40;100,05;127,09;34,84;141,58;131,24;36,74;147,93;129,89;-;148,30;151,89;186,65
05.03.2025 18:00;05.03.2025 19:00;146,23;109,47;142,85;60,41;60,41;132,72;143,78;35,13;160,55;137,59;36,92;158,79;135,00;-;153,60;186,56;281,10
05.03.2025 19:00;05.03.2025 20:00;145,89;107,83;146,32;55,87;43,50;147,01;146,16;34,36;152,31;140,80;25,07;155,32;139,41;-;152,31;166,60;214,56
05.03.2025 20:00;05.03.2025 21:00;123,00;88,92;122,22;35,08;34,76;119,02;122,31;34,07;135,98;110,11;3,78;145,87;114,96;-;150,12;150,85;189,06
05.03.2025 21:00;05.03.2025 22:00;108,12;80,12;108,22;33,55;33,55;106,71;107,92;32,60;129,55;84,20;3,82;143,15;98,02;-;143,59;143,59;165,83
05.03.2025 22:00;05.03.2025 23:00;109,12;79,92;108,80;31,31;31,31;107,06;108,78;30,42;120,03;97,14;3,19;136,87;104,22;-;133,30;126,91;137,33
05.03.2025 23:00;06.03.2025 00:00;96,98;72,99;97,87;31,16;31,16;99,02;97,39;30,26;110,39;81,87;2,24;130,94;90,64;-;126,89;118,71;132,00
06.03.2025 00:00;06.03.2025 01:00;83,90;65,15;84,62;30,30;30,30;85,58;84,10;29,41;95,07;71,74;2,92;124,07;78,59;-;117,00;101,85;112,88
06.03.2025 01:00;06.03.2025 02:00;84,84;63,56;83,96;29,53;29,53;80,58;84,14;28,63;96,04;73,32;1,83;111,58;79,99;-;112,96;102,48;112,73
06.03.2025 02:00;06.03.2025 03:00;87,00;64,55;83,87;35,47;35,47;74,44;84,83;29,43;97,10;74,06;1,15;109,18;85,01;-;111,10;102,25;110,31
06.03.2025 03:00;06.03.2025 04:00;88,12;65,18;82,89;39,25;39,26;67,75;84,59;30,68;99,00;79,44;1,04;108,04;85,01;-;109,53;104,27;111,91
06.03.2025 04:00;06.03.2025 05:00;94,56;70,11;87,89;47,40;47,40;68,90;90,10;35,39;105,89;86,17;1,36;108,98;91,77;-;111,10;111,10;118,39
06.03.2025 05:00;06.03.2025 06:00;95,91;78,08;92,55;65,97;65,97;81,53;93,53;37,42;118,36;89,53;2,98;124,03;87,00;-;126,58;130,94;150,65
06.03.2025 06:00;06.03.2025 07:00;139,28;108,69;128,94;93,15;93,16;100,08;132,87;37,90;150,13;134,04;48,63;141,65;135,00;-;150,13;163,05;207,53
06.03.2025 07:00;06.03.2025 08:00;151,32;126,51;144,45;129,79;139,44;127,32;147,24;40,68;153,99;152,16;60,35;143,89;152,32;-;154,09;154,09;153,16
06.03.2025 08:00;06.03.2025 09:00;108,50;101,06;108,50;108,50;108,51;108,50;108,50;40,58;108,50;108,50;59,32;143,70;108,50;-;159,90;108,50;108,50
06.03.2025 09:00;06.03.2025 10:00;78,70;75,45;78,77;78,70;78,70;78,85;78,72;38,10;79,65;75,73;39,34;123,40;80,01;-;130,00;79,71;79,79
06.03.2025 10:00;06.03.2025 11:00;50,47;50,43;50,97;50,47;50,47;51,53;50,62;36,64;57,39;28,86;5,45;112,37;59,91;-;113,00;57,80;58,37
06.03.2025 11:00;06.03.2025 12:00;4,02;15,22;0,00;4,02;4,02;10,95;1,58;32,01;5,22;2,85;2,70;99,00;5,02;-;99,07;5,39;5,16
06.03.2025 12:00;06.03.2025 13:00;0,08;10,19;-7,16;0,08;0,08;12,19;-4,47;24,68;1,38;0,59;0,22;83,83;0,70;-;85,00;1,64;1,15
06.03.2025 13:00;06.03.2025 14:00;0,02;8,16;-3,43;0,02;0,02;5,82;-2,04;28,04;0,65;0,27;0,10;60,04;0,32;-;89,89;0,76;0,53
06.03.2025 14:00;06.03.2025 15:00;13,16;20,67;13,16;13,16;13,16;13,16;13,16;33,49;13,16;13,16;3,53;85,08;13,16;-;99,20;13,16;13,16
06.03.2025 15:00;06.03.2025 16:00;71,00;62,46;63,61;63,61;63,61;44,90;63,61;37,80;73,46;88,75;9,68;105,95;72,12;-;109,87;74,61;73,16
06.03.2025 16:00;06.03.2025 17:00;116,52;92,43;97,12;99,19;99,20;56,08;100,56;39,89;122,52;118,41;48,55;116,40;118,80;-;123,06;123,06;120,82
06.03.2025 17:00;06.03.2025 18:00;148,95;117,44;128,67;129,69;129,70;76,99;136,82;40,47;161,08;146,59;47,38;149,40;145,00;-;147,00;179,22;227,94
06.03.2025 18:00;06.03.2025 19:00;165,36;131,44;136,79;155,73;165,36;101,00;155,73;40,50;171,10;157,35;47,29;161,09;153,93;-;171,10;197,91;284,59
06.03.2025 19:00;06.03.2025 20:00;149,10;123,80;150,00;132,33;149,11;126,02;132,33;40,31;154,96;140,42;46,95;152,60;136,74;-;157,95;182,97;275,00
06.03.2025 20:00;06.03.2025 21:00;125,64;108,39;128,70;112,63;125,64;108,54;110,70;40,36;133,96;124,64;46,49;143,00;117,64;-;148,00;156,73;234,92
06.03.2025 21:00;06.03.2025 22:00;106,63;95,58;101,70;103,37;106,63;88,44;103,37;39,28;129,69;96,18;41,58;139,32;101,77;-;139,00;139,00;168,00
06.03.2025 22:00;06.03.2025 23:00;101,47;89,95;100,65;96,40;101,47;86,73;96,40;37,55;114,58;91,99;35,55;133,59;94,57;-;131,50;128,03;169,42
06.03.2025 23:00;07.03.2025 00:00;91,11;81,92;90,63;86,00;91,11;76,60;86,00;37,15;108,07;81,08;29,77;129,96;84,76;-;128,00;117,01;131,55
07.03.2025 00:00;07.03.2025 01:00;90,27;79,89;84,30;84,58;90,27;77,33;84,58;36,47;101,19;98,22;21,44;113,03;87,42;-;114,00;105,20;111,26
07.03.2025 01:00;07.03.2025 02:00;90,27;78,36;83,06;86,00;90,27;63,12;86,00;34,96;99,85;99,71;23,23;107,58;88,14;-;104,90;104,05;109,92
07.03.2025 02:00;07.03.2025 03:00;91,38;78,78;83,99;87,00;91,38;63,93;87,00;32,41;97,47;98,84;26,92;106,63;90,97;-;102,90;99,69;102,85
07.03.2025 03:00;07.03.2025 04:00;91,69;77,51;82,09;85,88;91,69;56,17;85,88;31,61;98,60;98,41;25,82;104,74;91,69;-;102,90;100,91;103,82
07.03.2025 04:00;07.03.2025 05:00;99,00;81,87;91,23;90,00;98,13;60,20;90,00;33,49;104,19;100,29;24,68;107,81;100,57;-;105,13;105,13;105,13
07.03.2025 05:00;07.03.2025 06:00;115,17;93,81;104,77;101,30;115,16;64,01;101,30;37,11;122,53;116,68;28,32;123,19;117,57;-;122,53;123,97;120,05
07.03.2025 06:00;07.03.2025 07:00;135,67;110,99;113,73;107,20;135,67;80,87;107,20;38,83;147,56;165,83;31,95;145,83;146,26;-;144,79;151,52;153,06
07.03.2025 07:00;07.03.2025 08:00;147,70;122,41;135,90;131,37;147,70;106,74;136,59;40,64;151,83;150,12;45,99;150,07;149,54;-;152,30;152,30;151,02
07.03.2025 08:00;07.03.2025 09:00;122,23;107,05;117,92;122,23;122,23;100,49;117,01;42,91;124,42;123,02;47,80;136,36;123,13;-;139,55;124,53;124,07
